ID	Micro_Comm
100	{'Evolutionary_biology'}
101	{'Cell_biology', 'Physiology', 'Biochemistry'}
102	{'Conservation_biology'}
103	{'Applied_mathematics'}
104	{'Physiology', 'Evolutionary_biology'}
105	{'Anatomy'}
106	{'Evolutionary_biology'}
107	{'Chemical_biology'}
108	{'Ecology'}
109	{'Physiology'}
110	{'Anatomy'}
111	{'Anatomy'}
112	{'Botany'}
113	{'Physical_cosmology'}
114	{'Physiology', 'Pathology'}
115	{'Mechanics'}
116	{'Evolutionary_biology'}
117	{'Neuroscience'}
118	{'Biophysics'}
119	{'Biochemistry'}
120	{'Ecology'}
121	{'Anatomy'}
122	{'Anatomy'}
123	{'Ecology'}
124	{'Neuroscience', 'Chronobiology'}
125	{'Microbiology'}
126	{'Anatomy'}
127	{'Cell_biology', 'Molecular_biology'}
128	{'Anatomy'}
129	{'Biochemistry', 'Molecular_biology'}
130	{'Anatomy'}
131	{'Genetics', 'Systems_biology', 'Molecular_biology'}
132	{'Developmental_biology'}
133	{'Anatomy'}
134	{'Genetics'}
135	{'Evolutionary_biology'}
136	{'Microbiology'}
137	{'Neuroscience', 'Evolutionary_biology'}
138	{'Evolutionary_biology'}
139	{'Evolutionary_biology', 'Astrobiology'}
140	{'Cell_biology'}
141	{'Medicine'}
142	{'Botany'}
143	{'Genetics', 'Evolutionary_biology'}
144	{'Astrobiology'}
145	{'Neuroscience'}
146	{'Marine_biology'}
147	{'Anatomy'}
148	{'Physiology'}
149	{'Anatomy'}
150	{'Anatomy'}
151	{'Evolutionary_biology'}
152	{'Biomedicine'}
153	{'Anatomy'}
154	{'Anatomy'}
155	{'Physiology'}
156	{'Morphology_(biology)'}
157	{'Anatomy'}
158	{'Evolutionary_biology'}
159	{'Evolutionary_biology'}
160	{'Mycology'}
161	{'Anatomy'}
162	{'Conservation_biology', 'Ecology'}
163	{'Evolutionary_biology'}
164	{'Developmental_biology', 'Anatomy'}
165	{'Evolutionary_biology', 'Astrobiology'}
166	{'Ecology'}
167	{'Pathology'}
168	{'Ecology'}
169	{'Mechanics'}
170	{'Physiology'}
171	{'Anatomy'}
172	{'Anatomy'}
173	{'Evolutionary_biology'}
174	{'Anatomy'}
175	{'Evolutionary_biology'}
176	{'Anatomy'}
177	{'Neuroscience'}
178	{'Pathology'}
179	{'Systems_biology', 'Molecular_biology'}
180	{'Anatomy'}
181	{'Cell_biology'}
182	{'Astrobiology'}
183	{'Zoology'}
184	{'Physiology'}
185	{'Developmental_biology'}
186	{'Anatomy'}
187	{'Mycology'}
188	{'Evolutionary_biology'}
189	{'Systems_biology', 'Biochemistry', 'Molecular_biology'}
190	{'Geobiology'}
191	{'Psychophysics'}
192	{'Evolutionary_biology'}
193	{'Anatomy'}
194	{'Neuroscience'}
195	{'Ecology'}
196	{'Evolutionary_biology'}
197	{'Zoology'}
198	{'Taxonomy_(biology)', 'Evolutionary_biology'}
199	{'Anatomy'}
200	{'Anatomy'}
201	{'Anatomy'}
202	{'Evolutionary_biology'}
203	{'Molecular_biology', 'Human_biology'}
204	{'Biophysics'}
205	{'Evolutionary_biology'}
206	{'Anatomy'}
207	{'Anatomy'}
208	{'Evolutionary_biology'}
209	{'Genetics'}
210	{'Anatomy'}
211	{'Medicine'}
212	{'Neuroscience', 'Computational_science', 'Geometry'}
213	{'Anatomy'}
214	{'Anatomy'}
215	{'Anatomy'}
216	{'Neuroscience'}
217	{'Cell_biology'}
218	{'Anatomy'}
219	{'Anatomy'}
220	{'Developmental_biology'}
221	{'Anatomy'}
222	{'Anatomy'}
223	{'Structural_biology', 'Biophysics', 'Molecular_biology'}
224	{'Anatomy'}
225	{'Conservation_biology', 'Ecology'}
226	{'Cell_biology'}
227	{'Genetics'}
228	{'Zoology'}
229	{'Anatomy'}
230	{'Geometry'}
231	{'Anatomy'}
232	{'Cell_biology', 'Microbiology'}
233	{'Cell_biology'}
234	{'Anatomy'}
235	{'Anatomy'}
236	{'Anatomy'}
237	{'Genetics'}
238	{'Pathology'}
239	{'Marine_biology'}
240	{'Anatomy'}
241	{'Anatomy'}
242	{'Zoology'}
243	{'Anatomy'}
244	{'Anatomy'}
245	{'Evolutionary_biology'}
246	{'Medicine', 'Anatomy'}
247	{'Anatomy'}
248	{'Pathology'}
249	{'Evolutionary_biology'}
250	{'Developmental_biology', 'Evolutionary_biology'}
251	{'Soil_biology'}
252	{'Theoretical_computer_science'}
253	{'Applied_and_interdisciplinary_physics', 'Biophysics'}
254	{'Lichenology'}
255	{'Developmental_biology'}
256	{'Evolutionary_biology'}
257	{'Anatomy'}
258	{'Zoology'}
259	{'Marine_biology'}
260	{'Developmental_biology'}
261	{'Evolutionary_biology'}
262	{'Anatomy'}
263	{'Anatomy'}
264	{'Molecular_biology'}
265	{'Biochemistry'}
266	{'Theory_of_computation'}
267	{'Theoretical_computer_science', 'Mathematical_logic'}
268	{'Theoretical_computer_science'}
269	{'Theory_of_computation'}
270	{'Computer_graphics'}
271	{'Theory_of_computation'}
272	{'Theory_of_computation'}
273	{'Human–computer_interaction'}
274	{'Human-based_computation'}
275	{'Mathematical_optimization'}
276	{'Computer_graphics'}
277	{'Concurrency_(computer_science)'}
278	{'Game_theory'}
279	{'Computational_biology'}
280	{'Computer_graphics'}
281	{'Combinatorics'}
282	{'Algorithms_and_data_structures'}
283	{'Human–computer_interaction'}
284	{'Mechanics'}
285	{'Molecular_biology'}
286	{'Human–computer_interaction'}
287	{'Computational_science'}
288	{'Game_theory'}
289	{'Artificial_intelligence'}
290	{'Game_theory', 'Recreational_mathematics'}
291	{'Theoretical_computer_science'}
292	{'Applied_mathematics', 'Computational_science', 'Computational_mathematics'}
293	{'Theory_of_computation'}
294	{'Mathematical_logic', 'Foundations_of_mathematics'}
295	{'Mathematical_optimization', 'Computational_science'}
296	{'Mathematical_logic'}
297	{'Evolutionary_biology'}
298	{'Arithmetic', 'Theory_of_computation'}
299	{'Computer_graphics', 'Computational_science'}
300	{'Computer_graphics'}
301	{'Artificial_intelligence'}
302	{'Human–computer_interaction'}
303	{'Number_theory', 'Arithmetic'}
304	{'Artificial_intelligence'}
305	{'Computational_biology'}
306	{'Computational_biology', 'Molecular_biology'}
307	{'Human–computer_interaction'}
308	{'Number_theory'}
309	{'Number_theory'}
310	{'Computer_graphics'}
311	{'Computational_science'}
312	{'Game_theory', 'Artificial_intelligence'}
313	{'Computer_architecture'}
314	{'Human–computer_interaction'}
315	{'Nutrition'}
316	{'Computational_physics'}
317	{'Theory_of_computation'}
318	{'Formal_methods'}
319	{'Computer_graphics'}
320	{'Formal_methods', 'Theoretical_computer_science'}
321	{'Theory_of_computation'}
322	{'Dynamical_systems'}
323	{'Theory_of_computation'}
324	{'Theoretical_computer_science'}
325	{'Computer_graphics'}
326	{'Software_engineering'}
327	{'Artificial_intelligence'}
328	{'Order_theory'}
329	{'Theory_of_computation'}
330	{'Computer_architecture'}
331	{'Artificial_intelligence'}
332	{'Theoretical_computer_science'}
333	{'Software_engineering'}
334	{'Taxonomy_(biology)'}
335	{'Theoretical_computer_science'}
336	{'Mathematical_logic', 'Theory_of_computation'}
337	{'Algebra'}
338	{'Calculus', 'Mathematics_of_infinitesimals'}
339	{'Artificial_intelligence'}
340	{'Algebra', 'Mathematical_logic'}
341	{'Artificial_intelligence'}
342	{'Theoretical_computer_science'}
343	{'Mechanics', 'Computational_physics'}
344	{'Applied_mathematics', 'Computational_science'}
345	{'Software_engineering'}
346	{'Artificial_intelligence'}
347	{'Computer_graphics'}
348	{'Number_theory'}
349	{'Computer_security'}
350	{'Applied_mathematics'}
351	{'Combinatorics'}
352	{'Electromagnetism'}
353	{'Systems_biology', 'Computational_science'}
354	{'Combinatorics'}
355	{'Human–computer_interaction'}
356	{'Artificial_intelligence'}
357	{'Computer_security'}
358	{'Artificial_intelligence'}
359	{'Arithmetic'}
360	{'Programming_language_theory'}
361	{'Computational_science'}
362	{'Artificial_intelligence'}
363	{'Artificial_intelligence'}
364	{'Mathematical_analysis'}
365	{'Algebra'}
366	{'Artificial_intelligence'}
367	{'Formal_methods'}
368	{'Recreational_mathematics'}
369	{'Human–computer_interaction'}
370	{'Artificial_intelligence'}
371	{'Number_theory'}
372	{'Human-based_computation'}
373	{'Applied_mathematics'}
374	{'Graph_theory', 'Combinatorics'}
375	{'Computational_biology'}
376	{'Mathematical_optimization'}
377	{'Applied_mathematics', 'Computational_science'}
378	{'Recreational_mathematics'}
379	{'Programming_language_theory'}
380	{'Systems_biology'}
381	{'Computational_science'}
382	{'Theoretical_computer_science', 'Mathematical_logic'}
383	{'Theory_of_computation'}
384	{'Human–computer_interaction'}
385	{'Algebra'}
386	{'Algorithms_and_data_structures'}
387	{'Theory_of_computation'}
388	{'Geometry'}
389	{'Topology', 'Number_theory'}
390	{'Combinatorics'}
391	{'Thermodynamics'}
392	{'Game_theory'}
393	{'Theory_of_computation'}
394	{'Artificial_intelligence'}
395	{'Game_theory'}
396	{'Taxonomy_(biology)', 'Evolutionary_biology'}
397	{'Formal_methods', 'Mathematical_logic'}
398	{'Computational_physics'}
399	{'Mathematical_analysis'}
400	{'Artificial_intelligence', 'Computer_architecture'}
401	{'Human–computer_interaction'}
402	{'Computational_physics'}
403	{'Applied_and_interdisciplinary_physics'}
404	{'Artificial_intelligence'}
405	{'Formal_methods'}
406	{'Theoretical_computer_science'}
407	{'Human-based_computation'}
408	{'Theoretical_computer_science'}
409	{'Evolutionary_biology'}
410	{'Number_theory'}
411	{'Human–computer_interaction'}
412	{'Order_theory'}
413	{'Computational_science'}
414	{'Computational_science'}
415	{'Computational_physics'}
416	{'Theory_of_computation'}
417	{'Applied_and_interdisciplinary_physics'}
418	{'Evolutionary_biology'}
419	{'Computational_physics', 'Dynamical_systems'}
420	{'Mathematical_analysis'}
421	{'Mathematical_logic'}
422	{'Biochemistry'}
423	{'Number_theory'}
424	{'Concurrency_(computer_science)'}
425	{'Human–computer_interaction'}
426	{'Calculus'}
427	{'Number_theory'}
428	{'Mathematical_optimization'}
429	{'Number_theory', 'Recreational_mathematics'}
430	{'Algebra'}
431	{'Formal_methods'}
432	{'Theory_of_computation'}
433	{'Computational_science'}
434	{'Artificial_intelligence'}
435	{'Recreational_mathematics'}
436	{'Computational_biology'}
437	{'Computer_architecture'}
438	{'Number_theory'}
439	{'Computational_physics'}
440	{'Artificial_intelligence'}
441	{'Game_theory'}
442	{'Computational_mathematics'}
443	{'Applied_mathematics'}
444	{'Artificial_intelligence'}
445	{'Algebra'}
446	{'Theoretical_computer_science'}
447	{'Human-based_computation'}
448	{'Astrobiology'}
449	{'Topology'}
450	{'Computer_graphics'}
451	{'Formal_methods'}
452	{'Cell_biology'}
453	{'Mathematical_logic'}
454	{'Human–computer_interaction'}
455	{'Formal_methods'}
456	{'Artificial_intelligence'}
457	{'Software_engineering'}
458	{'Theoretical_computer_science', 'Artificial_intelligence'}
459	{'Biochemistry'}
460	{'Theoretical_computer_science'}
461	{'Concurrency_(computer_science)'}
462	{'Recreational_mathematics'}
463	{'Recreational_mathematics'}
464	{'Geometry'}
465	{'Theoretical_computer_science'}
466	{'Theoretical_computer_science'}
467	{'Graph_theory'}
468	{'Computational_science'}
469	{'Algebra', 'Combinatorics'}
470	{'Artificial_intelligence'}
471	{'Artificial_intelligence'}
472	{'Programming_language_theory', 'Theory_of_computation'}
473	{'Artificial_intelligence'}
474	{'Recreational_mathematics'}
475	{'Game_theory', 'Combinatorics'}
476	{'Formal_methods', 'Theoretical_computer_science'}
477	{'Artificial_intelligence'}
478	{'Artificial_intelligence'}
479	{'Systems_biology'}
480	{'Recreational_mathematics'}
481	{'Computer_graphics'}
482	{'Theoretical_computer_science'}
483	{'Artificial_intelligence'}
484	{'Elementary_mathematics'}
485	{'Mathematical_logic'}
486	{'Systems_biology'}
487	{'Software_engineering'}
488	{'Systems_biology'}
489	{'Theoretical_computer_science'}
490	{'Artificial_intelligence'}
491	{'Geometry'}
492	{'Mathematical_analysis'}
493	{'Artificial_intelligence'}
494	{'Anatomy'}
495	{'Combinatorics'}
496	{'Artificial_intelligence'}
497	{'Mathematical_logic'}
498	{'Artificial_intelligence'}
499	{'Discrete_mathematics'}
500	{'Theory_of_computation'}
501	{'Artificial_intelligence'}
502	{'Mathematical_logic'}
503	{'Human–computer_interaction'}
504	{'Human–computer_interaction'}
505	{'Mathematical_optimization'}
506	{'Computer_graphics'}
507	{'Game_theory', 'Combinatorics'}
508	{'Formal_methods'}
509	{'Combinatorics'}
510	{'Mathematical_logic'}
511	{'Formal_methods', 'Concurrency_(computer_science)'}
512	{'Number_theory'}
513	{'Mathematical_logic'}
514	{'Cell_biology'}
515	{'Computer_graphics'}
516	{'Algebra'}
517	{'Algorithms_and_data_structures'}
518	{'Computer_security'}
519	{'Arithmetic'}
520	{'Computer_graphics'}
521	{'Human–computer_interaction'}
522	{'Mathematical_optimization'}
523	{'Game_theory'}
524	{'Computational_physics'}
525	{'Computer_architecture'}
526	{'Graph_theory'}
527	{'Mathematical_optimization'}
528	{'Mathematical_logic', 'Theory_of_computation'}
529	{'Artificial_intelligence'}
530	{'Computational_science'}
531	{'Game_theory'}
532	{'Evolutionary_biology'}
533	{'Game_theory'}
534	{'Topology'}
535	{'Computer_graphics'}
536	{'Mathematical_analysis'}
537	{'Neuroscience'}
538	{'Mathematical_optimization', 'Game_theory'}
539	{'Computer_architecture'}
540	{'Computer_graphics'}
541	{'Elementary_mathematics'}
542	{'Artificial_intelligence'}
543	{'Computational_science'}
544	{'Artificial_intelligence'}
545	{'Computational_science'}
546	{'Graph_theory'}
547	{'Arithmetic'}
548	{'Elementary_mathematics'}
549	{'Evolutionary_biology'}
550	{'Applied_mathematics'}
551	{'Algebra'}
552	{'Artificial_intelligence'}
553	{'Formal_methods', 'Theoretical_computer_science'}
554	{'Dynamical_systems'}
555	{'Theory_of_computation'}
556	{'Theoretical_computer_science', 'Mathematical_logic'}
557	{'Concurrency_(computer_science)'}
558	{'Artificial_intelligence'}
559	{'Theoretical_computer_science'}
560	{'Game_theory'}
561	{'Mathematical_logic'}
562	{'Computational_biology'}
563	{'Arithmetic'}
564	{'Database_theory'}
565	{'Theory_of_computation'}
566	{'Graph_theory'}
567	{'Combinatorics'}
568	{'Algebra'}
569	{'Algebra'}
570	{'Combinatorics'}
571	{'Artificial_intelligence'}
572	{'Applied_mathematics'}
573	{'Combinatorics'}
574	{'Mathematical_logic'}
575	{'Geometry', 'Theoretical_physics'}
576	{'Algorithms_and_data_structures'}
577	{'Human–computer_interaction'}
578	{'Physical_cosmology'}
579	{'Neuroscience'}
580	{'Artificial_intelligence'}
581	{'Thermodynamics'}
582	{'Formal_methods'}
583	{'Neuroscience'}
584	{'Artificial_intelligence'}
585	{'Artificial_intelligence'}
586	{'Thermodynamics'}
587	{'Artificial_intelligence'}
588	{'Artificial_intelligence'}
589	{'Artificial_intelligence'}
590	{'Artificial_intelligence'}
591	{'Artificial_intelligence'}
592	{'Artificial_intelligence'}
593	{'Artificial_intelligence'}
594	{'Artificial_intelligence'}
595	{'Artificial_intelligence'}
596	{'Artificial_intelligence'}
597	{'Artificial_intelligence'}
598	{'Artificial_intelligence'}
599	{'Artificial_intelligence'}
600	{'Artificial_intelligence'}
601	{'Artificial_intelligence'}
602	{'Human–computer_interaction'}
603	{'Artificial_intelligence'}
604	{'Computer_graphics'}
605	{'Artificial_intelligence'}
606	{'Computer_security'}
607	{'Dynamical_systems'}
608	{'Formal_methods', 'Artificial_intelligence'}
609	{'Human–computer_interaction'}
610	{'Artificial_intelligence'}
611	{'Artificial_intelligence'}
612	{'Molecular_biology'}
613	{'Evolutionary_biology'}
614	{'Artificial_intelligence'}
615	{'Theoretical_computer_science', 'Artificial_intelligence'}
616	{'Artificial_intelligence'}
617	{'Artificial_intelligence'}
618	{'Artificial_intelligence'}
619	{'Theoretical_computer_science', 'Artificial_intelligence'}
620	{'Condensed_matter_physics'}
621	{'Artificial_intelligence'}
622	{'Artificial_intelligence'}
623	{'Artificial_intelligence'}
624	{'Artificial_intelligence'}
625	{'Human–computer_interaction'}
626	{'Bionics'}
627	{'Artificial_intelligence'}
628	{'Computational_biology'}
629	{'Artificial_intelligence'}
630	{'Artificial_intelligence'}
631	{'Conservation_biology', 'Ecology', 'Evolutionary_biology'}
632	{'Artificial_intelligence'}
633	{'Artificial_intelligence'}
634	{'Artificial_intelligence'}
635	{'Plasma_physics'}
636	{'Formal_methods'}
637	{'Artificial_intelligence'}
638	{'Human–computer_interaction'}
639	{'Theoretical_computer_science'}
640	{'Artificial_intelligence'}
641	{'Physical_cosmology'}
642	{'Artificial_intelligence'}
643	{'Artificial_intelligence'}
644	{'Zoology'}
645	{'Artificial_intelligence'}
646	{'Artificial_intelligence'}
647	{'Artificial_intelligence'}
648	{'Artificial_intelligence'}
649	{'Artificial_intelligence'}
650	{'Artificial_intelligence'}
651	{'Artificial_intelligence'}
652	{'Artificial_intelligence'}
653	{'Mathematical_logic', 'Artificial_intelligence'}
654	{'Electromagnetism'}
655	{'Systems_biology'}
656	{'Systems_biology'}
657	{'Artificial_intelligence'}
658	{'Human–computer_interaction'}
659	{'Artificial_intelligence'}
660	{'Artificial_intelligence'}
661	{'Artificial_intelligence'}
662	{'Artificial_intelligence'}
663	{'Artificial_intelligence'}
664	{'Theoretical_computer_science'}
665	{'Artificial_intelligence'}
666	{'Artificial_intelligence'}
667	{'Astrobiology'}
668	{'Artificial_intelligence'}
669	{'Artificial_intelligence'}
670	{'Mechanics'}
671	{'Artificial_intelligence'}
672	{'Artificial_intelligence'}
673	{'Artificial_intelligence'}
674	{'Plasma_physics'}
675	{'Artificial_intelligence'}
676	{'Computer_graphics'}
677	{'Neuroscience', 'Dynamical_systems'}
678	{'Artificial_intelligence'}
679	{'Human–computer_interaction', 'Artificial_intelligence'}
680	{'Human–computer_interaction'}
681	{'Theoretical_computer_science'}
682	{'Artificial_intelligence'}
683	{'Neuroscience'}
684	{'Artificial_intelligence'}
685	{'Artificial_intelligence'}
686	{'Artificial_intelligence'}
687	{'Artificial_intelligence'}
688	{'Computational_physics'}
689	{'Neuroscience'}
690	{'Artificial_intelligence'}
691	{'Artificial_intelligence'}
692	{'Artificial_intelligence'}
693	{'Molecular_biology'}
694	{'Artificial_intelligence'}
695	{'Molecular_biology'}
696	{'Artificial_intelligence'}
697	{'Human–computer_interaction'}
698	{'Artificial_intelligence'}
699	{'Artificial_intelligence'}
700	{'Neuroscience'}
701	{'Computer_graphics'}
702	{'Human–computer_interaction'}
703	{'Artificial_intelligence'}
704	{'Mathematical_logic', 'Mathematical_analysis'}
705	{'Plasma_physics'}
706	{'Human–computer_interaction'}
707	{'Artificial_intelligence'}
708	{'Artificial_intelligence'}
709	{'Artificial_intelligence'}
710	{'Conservation_biology', 'Ecology', 'Evolutionary_biology'}
711	{'Artificial_intelligence'}
712	{'Artificial_intelligence'}
713	{'Neuroscience'}
714	{'Artificial_intelligence'}
715	{'Human–computer_interaction'}
716	{'Artificial_intelligence'}
717	{'Artificial_intelligence'}
718	{'Theory_of_computation'}
719	{'Human–computer_interaction'}
720	{'Artificial_intelligence'}
721	{'Artificial_intelligence'}
722	{'Game_theory', 'Theory_of_computation'}
723	{'Artificial_intelligence'}
724	{'Artificial_intelligence'}
725	{'Computational_science'}
726	{'Artificial_intelligence'}
727	{'Soft_computing'}
728	{'Neuroscience'}
729	{'Human–computer_interaction'}
730	{'Artificial_intelligence'}
731	{'Artificial_intelligence'}
732	{'Artificial_intelligence'}
733	{'Combinatorics'}
734	{'Artificial_intelligence'}
735	{'Computational_mathematics'}
736	{'Evolutionary_biology'}
737	{'Artificial_intelligence'}
738	{'Artificial_intelligence'}
739	{'Artificial_intelligence'}
740	{'Artificial_intelligence'}
741	{'Artificial_intelligence'}
742	{'Mathematics_of_infinitesimals'}
743	{'Artificial_intelligence'}
744	{'Artificial_intelligence'}
745	{'Plasma_physics'}
746	{'Human–computer_interaction', 'Theory_of_computation'}
747	{'Neuroscience', 'Artificial_intelligence'}
748	{'Artificial_intelligence'}
749	{'Artificial_intelligence'}
750	{'Artificial_intelligence'}
751	{'Artificial_intelligence'}
752	{'Computer_security'}
753	{'Artificial_intelligence'}
754	{'Artificial_intelligence'}
755	{'Genetics', 'Conservation_biology'}
756	{'Artificial_intelligence'}
757	{'Artificial_intelligence'}
758	{'Artificial_intelligence'}
759	{'Neuroscience'}
760	{'Artificial_intelligence'}
761	{'Artificial_intelligence'}
762	{'Artificial_intelligence'}
763	{'Artificial_intelligence'}
764	{'Mathematical_logic'}
765	{'Artificial_intelligence'}
766	{'Artificial_intelligence'}
767	{'Artificial_intelligence'}
768	{'Artificial_intelligence'}
769	{'Molecular_biology'}
770	{'Artificial_intelligence'}
771	{'Neuroscience'}
772	{'Discrete_mathematics'}
773	{'Artificial_intelligence'}
774	{'Developmental_biology', 'Cell_biology'}
775	{'Plasma_physics'}
776	{'Artificial_intelligence'}
777	{'Neuroscience'}
778	{'Artificial_intelligence'}
779	{'Computer_security'}
780	{'Artificial_intelligence'}
781	{'Artificial_intelligence'}
782	{'Evolutionary_biology'}
783	{'Artificial_intelligence'}
784	{'Artificial_intelligence'}
785	{'Artificial_intelligence'}
786	{'Game_theory'}
787	{'Systems_biology', 'Molecular_biology'}
788	{'Artificial_intelligence'}
789	{'Artificial_intelligence'}
790	{'Artificial_intelligence'}
791	{'Human–computer_interaction'}
792	{'Artificial_intelligence'}
793	{'Artificial_intelligence'}
794	{'Plasma_physics'}
795	{'Plasma_physics'}
796	{'Zoology'}
797	{'Artificial_intelligence'}
798	{'Human–computer_interaction'}
799	{'Artificial_intelligence'}
800	{'Physical_cosmology'}
801	{'Evolutionary_biology'}
802	{'Artificial_intelligence'}
803	{'Artificial_intelligence'}
804	{'Theory_of_computation'}
805	{'Theoretical_computer_science'}
806	{'Artificial_intelligence'}
807	{'Artificial_intelligence'}
808	{'Ecology'}
809	{'Thermodynamics'}
810	{'Artificial_intelligence'}
811	{'Neuroscience', 'Artificial_intelligence'}
812	{'Artificial_intelligence'}
813	{'Artificial_intelligence'}
814	{'Artificial_intelligence'}
815	{'Artificial_intelligence'}
816	{'Computational_science'}
817	{'Artificial_intelligence'}
818	{'Artificial_intelligence'}
819	{'Game_theory'}
820	{'Formal_methods', 'Artificial_intelligence'}
821	{'Artificial_intelligence'}
822	{'Plasma_physics'}
823	{'Formal_methods'}
824	{'Artificial_intelligence'}
825	{'Artificial_intelligence'}
826	{'Artificial_intelligence'}
827	{'Artificial_intelligence'}
828	{'Computer_graphics'}
829	{'Artificial_intelligence'}
830	{'Artificial_intelligence'}
831	{'Human–computer_interaction'}
832	{'Pseudophysics'}
833	{'Artificial_intelligence'}
834	{'Neuroscience'}
835	{'Artificial_intelligence'}
836	{'Artificial_intelligence'}
837	{'Artificial_intelligence'}
838	{'Artificial_intelligence'}
839	{'Artificial_intelligence'}
840	{'Applied_and_interdisciplinary_physics'}
841	{'Evolutionary_biology'}
842	{'Artificial_intelligence'}
843	{'Artificial_intelligence'}
844	{'Human–computer_interaction'}
845	{'Artificial_intelligence'}
846	{'Theoretical_computer_science'}
847	{'Psychophysics'}
848	{'Artificial_intelligence'}
849	{'Artificial_intelligence'}
850	{'Artificial_intelligence'}
851	{'Artificial_intelligence'}
852	{'Artificial_intelligence'}
853	{'Plasma_physics'}
854	{'Artificial_intelligence'}
855	{'Game_theory', 'Artificial_intelligence'}
856	{'Mathematical_optimization'}
857	{'Electromagnetism'}
858	{'Artificial_intelligence'}
859	{'Theoretical_computer_science'}
860	{'Philosophy_of_physics'}
861	{'Artificial_intelligence'}
862	{'Game_theory'}
863	{'Artificial_intelligence'}
864	{'Artificial_intelligence'}
865	{'Artificial_intelligence'}
866	{'Neuroscience'}
867	{'Artificial_intelligence'}
868	{'Artificial_intelligence'}
869	{'Thermodynamics'}
870	{'Applied_mathematics'}
871	{'Game_theory', 'Mathematical_logic'}
872	{'Dynamical_systems'}
873	{'Artificial_intelligence'}
874	{'Artificial_intelligence'}
875	{'Artificial_intelligence'}
876	{'Artificial_intelligence'}
877	{'Artificial_intelligence'}
878	{'Human–computer_interaction'}
879	{'Artificial_intelligence'}
880	{'Topology'}
881	{'Artificial_intelligence'}
882	{'Artificial_intelligence'}
883	{'Artificial_intelligence'}
884	{'Electromagnetism'}
885	{'Atomic,_molecular,_and_optical_physics'}
886	{'Dynamical_systems', 'Theoretical_physics'}
887	{'Particle_physics', 'Nuclear_physics', 'Plasma_physics'}
888	{'Applied_and_interdisciplinary_physics'}
889	{'Applied_and_interdisciplinary_physics'}
890	{'Particle_physics', 'Theoretical_physics'}
891	{'Nuclear_physics'}
