ID	Macro_Comm
393	{'Areas_of_computer_science'}
394	{'Areas_of_computer_science'}
395	{'Fields_of_mathematics'}
396	{'Branches_of_biology'}
397	{'Fields_of_mathematics', 'Areas_of_computer_science'}
398	{'Subfields_of_physics'}
399	{'Fields_of_mathematics'}
400	{'Areas_of_computer_science'}
401	{'Areas_of_computer_science'}
402	{'Subfields_of_physics'}
403	{'Subfields_of_physics'}
404	{'Areas_of_computer_science'}
405	{'Areas_of_computer_science'}
406	{'Areas_of_computer_science'}
407	{'Areas_of_computer_science'}
408	{'Areas_of_computer_science'}
409	{'Branches_of_biology'}
410	{'Fields_of_mathematics'}
411	{'Areas_of_computer_science'}
412	{'Fields_of_mathematics'}
413	{'Areas_of_computer_science'}
414	{'Areas_of_computer_science'}
415	{'Subfields_of_physics'}
416	{'Areas_of_computer_science'}
417	{'Subfields_of_physics'}
418	{'Branches_of_biology'}
419	{'Fields_of_mathematics', 'Subfields_of_physics'}
420	{'Fields_of_mathematics'}
421	{'Fields_of_mathematics'}
422	{'Branches_of_biology'}
423	{'Fields_of_mathematics'}
424	{'Areas_of_computer_science'}
425	{'Areas_of_computer_science'}
426	{'Fields_of_mathematics'}
427	{'Fields_of_mathematics'}
428	{'Areas_of_computer_science'}
429	{'Fields_of_mathematics'}
430	{'Fields_of_mathematics'}
431	{'Areas_of_computer_science'}
432	{'Areas_of_computer_science'}
433	{'Areas_of_computer_science'}
434	{'Areas_of_computer_science'}
435	{'Fields_of_mathematics'}
436	{'Branches_of_biology'}
437	{'Areas_of_computer_science'}
438	{'Fields_of_mathematics'}
439	{'Subfields_of_physics'}
440	{'Areas_of_computer_science'}
441	{'Fields_of_mathematics'}
442	{'Fields_of_mathematics'}
443	{'Fields_of_mathematics'}
444	{'Areas_of_computer_science'}
445	{'Fields_of_mathematics'}
446	{'Areas_of_computer_science'}
447	{'Areas_of_computer_science'}
448	{'Branches_of_biology'}
449	{'Fields_of_mathematics'}
450	{'Areas_of_computer_science'}
451	{'Areas_of_computer_science'}
452	{'Branches_of_biology'}
453	{'Fields_of_mathematics'}
454	{'Areas_of_computer_science'}
455	{'Areas_of_computer_science'}
456	{'Areas_of_computer_science'}
457	{'Areas_of_computer_science'}
458	{'Areas_of_computer_science'}
459	{'Branches_of_biology'}
460	{'Areas_of_computer_science'}
461	{'Areas_of_computer_science'}
462	{'Fields_of_mathematics'}
463	{'Fields_of_mathematics'}
464	{'Fields_of_mathematics'}
465	{'Areas_of_computer_science'}
466	{'Areas_of_computer_science'}
467	{'Fields_of_mathematics'}
468	{'Areas_of_computer_science'}
469	{'Fields_of_mathematics'}
470	{'Areas_of_computer_science'}
471	{'Areas_of_computer_science'}
472	{'Areas_of_computer_science'}
473	{'Areas_of_computer_science'}
474	{'Fields_of_mathematics'}
475	{'Fields_of_mathematics'}
476	{'Areas_of_computer_science'}
477	{'Areas_of_computer_science'}
478	{'Areas_of_computer_science'}
479	{'Branches_of_biology'}
480	{'Fields_of_mathematics'}
481	{'Areas_of_computer_science'}
482	{'Areas_of_computer_science'}
483	{'Areas_of_computer_science'}
484	{'Fields_of_mathematics'}
485	{'Fields_of_mathematics'}
486	{'Branches_of_biology'}
487	{'Areas_of_computer_science'}
488	{'Branches_of_biology'}
489	{'Areas_of_computer_science'}
490	{'Areas_of_computer_science'}
491	{'Fields_of_mathematics'}
492	{'Fields_of_mathematics'}
493	{'Areas_of_computer_science'}
494	{'Branches_of_biology'}
495	{'Fields_of_mathematics'}
496	{'Areas_of_computer_science'}
497	{'Fields_of_mathematics'}
498	{'Areas_of_computer_science'}
499	{'Fields_of_mathematics'}
500	{'Areas_of_computer_science'}
501	{'Areas_of_computer_science'}
502	{'Fields_of_mathematics'}
503	{'Areas_of_computer_science'}
504	{'Areas_of_computer_science'}
505	{'Areas_of_computer_science'}
506	{'Areas_of_computer_science'}
507	{'Fields_of_mathematics'}
508	{'Areas_of_computer_science'}
509	{'Fields_of_mathematics'}
510	{'Fields_of_mathematics'}
511	{'Areas_of_computer_science'}
512	{'Fields_of_mathematics'}
513	{'Fields_of_mathematics'}
514	{'Branches_of_biology'}
515	{'Areas_of_computer_science'}
516	{'Fields_of_mathematics'}
517	{'Areas_of_computer_science'}
518	{'Areas_of_computer_science'}
519	{'Fields_of_mathematics'}
520	{'Areas_of_computer_science'}
521	{'Areas_of_computer_science'}
522	{'Areas_of_computer_science'}
523	{'Fields_of_mathematics'}
524	{'Subfields_of_physics'}
525	{'Areas_of_computer_science'}
526	{'Fields_of_mathematics'}
527	{'Areas_of_computer_science'}
528	{'Fields_of_mathematics', 'Areas_of_computer_science'}
529	{'Areas_of_computer_science'}
530	{'Areas_of_computer_science'}
531	{'Fields_of_mathematics'}
532	{'Branches_of_biology'}
533	{'Fields_of_mathematics'}
534	{'Fields_of_mathematics'}
535	{'Areas_of_computer_science'}
536	{'Fields_of_mathematics'}
537	{'Branches_of_biology'}
538	{'Fields_of_mathematics', 'Areas_of_computer_science'}
539	{'Areas_of_computer_science'}
540	{'Areas_of_computer_science'}
541	{'Fields_of_mathematics'}
542	{'Areas_of_computer_science'}
543	{'Areas_of_computer_science'}
544	{'Areas_of_computer_science'}
545	{'Areas_of_computer_science'}
546	{'Fields_of_mathematics'}
547	{'Fields_of_mathematics'}
548	{'Fields_of_mathematics'}
549	{'Branches_of_biology'}
550	{'Fields_of_mathematics'}
551	{'Fields_of_mathematics'}
552	{'Areas_of_computer_science'}
553	{'Areas_of_computer_science'}
554	{'Fields_of_mathematics'}
555	{'Areas_of_computer_science'}
556	{'Fields_of_mathematics', 'Areas_of_computer_science'}
557	{'Areas_of_computer_science'}
558	{'Areas_of_computer_science'}
559	{'Areas_of_computer_science'}
560	{'Fields_of_mathematics'}
561	{'Fields_of_mathematics'}
562	{'Branches_of_biology'}
563	{'Fields_of_mathematics'}
564	{'Areas_of_computer_science'}
565	{'Areas_of_computer_science'}
566	{'Fields_of_mathematics'}
567	{'Fields_of_mathematics'}
568	{'Fields_of_mathematics'}
569	{'Fields_of_mathematics'}
570	{'Fields_of_mathematics'}
571	{'Areas_of_computer_science'}
572	{'Fields_of_mathematics'}
573	{'Fields_of_mathematics'}
574	{'Fields_of_mathematics'}
575	{'Fields_of_mathematics', 'Subfields_of_physics'}
576	{'Areas_of_computer_science'}
577	{'Areas_of_computer_science'}
578	{'Subfields_of_physics'}
579	{'Branches_of_biology'}
580	{'Areas_of_computer_science'}
581	{'Subfields_of_physics'}
582	{'Areas_of_computer_science'}
583	{'Branches_of_biology'}
584	{'Areas_of_computer_science'}
585	{'Areas_of_computer_science'}
586	{'Subfields_of_physics'}
587	{'Areas_of_computer_science'}
588	{'Areas_of_computer_science'}
589	{'Areas_of_computer_science'}
590	{'Areas_of_computer_science'}
591	{'Areas_of_computer_science'}
592	{'Areas_of_computer_science'}
593	{'Areas_of_computer_science'}
594	{'Areas_of_computer_science'}
595	{'Areas_of_computer_science'}
596	{'Areas_of_computer_science'}
597	{'Areas_of_computer_science'}
598	{'Areas_of_computer_science'}
599	{'Areas_of_computer_science'}
600	{'Areas_of_computer_science'}
601	{'Areas_of_computer_science'}
602	{'Areas_of_computer_science'}
603	{'Areas_of_computer_science'}
604	{'Areas_of_computer_science'}
605	{'Areas_of_computer_science'}
606	{'Areas_of_computer_science'}
607	{'Fields_of_mathematics'}
608	{'Areas_of_computer_science'}
609	{'Areas_of_computer_science'}
610	{'Areas_of_computer_science'}
611	{'Areas_of_computer_science'}
612	{'Branches_of_biology'}
613	{'Branches_of_biology'}
614	{'Areas_of_computer_science'}
615	{'Areas_of_computer_science'}
616	{'Areas_of_computer_science'}
617	{'Areas_of_computer_science'}
618	{'Areas_of_computer_science'}
619	{'Areas_of_computer_science'}
620	{'Subfields_of_physics'}
621	{'Areas_of_computer_science'}
622	{'Areas_of_computer_science'}
623	{'Areas_of_computer_science'}
624	{'Areas_of_computer_science'}
625	{'Areas_of_computer_science'}
626	{'Branches_of_biology'}
627	{'Areas_of_computer_science'}
628	{'Branches_of_biology'}
629	{'Areas_of_computer_science'}
630	{'Areas_of_computer_science'}
631	{'Branches_of_biology'}
632	{'Areas_of_computer_science'}
633	{'Areas_of_computer_science'}
634	{'Areas_of_computer_science'}
635	{'Subfields_of_physics'}
636	{'Areas_of_computer_science'}
637	{'Areas_of_computer_science'}
638	{'Areas_of_computer_science'}
639	{'Areas_of_computer_science'}
640	{'Areas_of_computer_science'}
641	{'Subfields_of_physics'}
642	{'Areas_of_computer_science'}
643	{'Areas_of_computer_science'}
644	{'Branches_of_biology'}
645	{'Areas_of_computer_science'}
646	{'Areas_of_computer_science'}
647	{'Areas_of_computer_science'}
648	{'Areas_of_computer_science'}
649	{'Areas_of_computer_science'}
650	{'Areas_of_computer_science'}
651	{'Areas_of_computer_science'}
652	{'Areas_of_computer_science'}
653	{'Fields_of_mathematics', 'Areas_of_computer_science'}
654	{'Subfields_of_physics'}
655	{'Branches_of_biology'}
656	{'Branches_of_biology'}
657	{'Areas_of_computer_science'}
658	{'Areas_of_computer_science'}
659	{'Areas_of_computer_science'}
660	{'Areas_of_computer_science'}
661	{'Areas_of_computer_science'}
662	{'Areas_of_computer_science'}
663	{'Areas_of_computer_science'}
664	{'Areas_of_computer_science'}
665	{'Areas_of_computer_science'}
666	{'Areas_of_computer_science'}
667	{'Branches_of_biology'}
668	{'Areas_of_computer_science'}
669	{'Areas_of_computer_science'}
670	{'Subfields_of_physics'}
671	{'Areas_of_computer_science'}
672	{'Areas_of_computer_science'}
673	{'Areas_of_computer_science'}
674	{'Subfields_of_physics'}
675	{'Areas_of_computer_science'}
676	{'Areas_of_computer_science'}
677	{'Branches_of_biology', 'Fields_of_mathematics'}
678	{'Areas_of_computer_science'}
679	{'Areas_of_computer_science'}
680	{'Areas_of_computer_science'}
681	{'Areas_of_computer_science'}
682	{'Areas_of_computer_science'}
683	{'Branches_of_biology'}
684	{'Areas_of_computer_science'}
685	{'Areas_of_computer_science'}
686	{'Areas_of_computer_science'}
687	{'Areas_of_computer_science'}
688	{'Subfields_of_physics'}
689	{'Branches_of_biology'}
690	{'Areas_of_computer_science'}
691	{'Areas_of_computer_science'}
692	{'Areas_of_computer_science'}
693	{'Branches_of_biology'}
694	{'Areas_of_computer_science'}
695	{'Branches_of_biology'}
696	{'Areas_of_computer_science'}
697	{'Areas_of_computer_science'}
698	{'Areas_of_computer_science'}
699	{'Areas_of_computer_science'}
700	{'Branches_of_biology'}
701	{'Areas_of_computer_science'}
702	{'Areas_of_computer_science'}
703	{'Areas_of_computer_science'}
704	{'Fields_of_mathematics'}
705	{'Subfields_of_physics'}
706	{'Areas_of_computer_science'}
707	{'Areas_of_computer_science'}
708	{'Areas_of_computer_science'}
709	{'Areas_of_computer_science'}
710	{'Branches_of_biology'}
711	{'Areas_of_computer_science'}
712	{'Areas_of_computer_science'}
713	{'Branches_of_biology'}
714	{'Areas_of_computer_science'}
715	{'Areas_of_computer_science'}
716	{'Areas_of_computer_science'}
717	{'Areas_of_computer_science'}
718	{'Areas_of_computer_science'}
719	{'Areas_of_computer_science'}
720	{'Areas_of_computer_science'}
721	{'Areas_of_computer_science'}
722	{'Fields_of_mathematics', 'Areas_of_computer_science'}
723	{'Areas_of_computer_science'}
724	{'Areas_of_computer_science'}
725	{'Areas_of_computer_science'}
726	{'Areas_of_computer_science'}
727	{'Areas_of_computer_science'}
728	{'Branches_of_biology'}
729	{'Areas_of_computer_science'}
730	{'Areas_of_computer_science'}
731	{'Areas_of_computer_science'}
732	{'Areas_of_computer_science'}
733	{'Fields_of_mathematics'}
734	{'Areas_of_computer_science'}
735	{'Fields_of_mathematics'}
736	{'Branches_of_biology'}
737	{'Areas_of_computer_science'}
738	{'Areas_of_computer_science'}
739	{'Areas_of_computer_science'}
740	{'Areas_of_computer_science'}
741	{'Areas_of_computer_science'}
742	{'Fields_of_mathematics'}
743	{'Areas_of_computer_science'}
744	{'Areas_of_computer_science'}
745	{'Subfields_of_physics'}
746	{'Areas_of_computer_science'}
747	{'Branches_of_biology', 'Areas_of_computer_science'}
748	{'Areas_of_computer_science'}
749	{'Areas_of_computer_science'}
750	{'Areas_of_computer_science'}
751	{'Areas_of_computer_science'}
752	{'Areas_of_computer_science'}
753	{'Areas_of_computer_science'}
754	{'Areas_of_computer_science'}
755	{'Branches_of_biology'}
756	{'Areas_of_computer_science'}
757	{'Areas_of_computer_science'}
758	{'Areas_of_computer_science'}
759	{'Branches_of_biology'}
760	{'Areas_of_computer_science'}
761	{'Areas_of_computer_science'}
762	{'Areas_of_computer_science'}
763	{'Areas_of_computer_science'}
764	{'Fields_of_mathematics'}
765	{'Areas_of_computer_science'}
766	{'Areas_of_computer_science'}
767	{'Areas_of_computer_science'}
768	{'Areas_of_computer_science'}
769	{'Branches_of_biology'}
770	{'Areas_of_computer_science'}
771	{'Branches_of_biology'}
772	{'Fields_of_mathematics'}
773	{'Areas_of_computer_science'}
774	{'Branches_of_biology'}
775	{'Subfields_of_physics'}
776	{'Areas_of_computer_science'}
777	{'Branches_of_biology'}
778	{'Areas_of_computer_science'}
779	{'Areas_of_computer_science'}
780	{'Areas_of_computer_science'}
781	{'Areas_of_computer_science'}
782	{'Branches_of_biology'}
783	{'Areas_of_computer_science'}
784	{'Areas_of_computer_science'}
785	{'Areas_of_computer_science'}
786	{'Fields_of_mathematics'}
787	{'Branches_of_biology'}
788	{'Areas_of_computer_science'}
789	{'Areas_of_computer_science'}
790	{'Areas_of_computer_science'}
791	{'Areas_of_computer_science'}
792	{'Areas_of_computer_science'}
793	{'Areas_of_computer_science'}
794	{'Subfields_of_physics'}
795	{'Subfields_of_physics'}
796	{'Branches_of_biology'}
797	{'Areas_of_computer_science'}
798	{'Areas_of_computer_science'}
799	{'Areas_of_computer_science'}
800	{'Subfields_of_physics'}
801	{'Branches_of_biology'}
802	{'Areas_of_computer_science'}
803	{'Areas_of_computer_science'}
804	{'Areas_of_computer_science'}
805	{'Areas_of_computer_science'}
806	{'Areas_of_computer_science'}
807	{'Areas_of_computer_science'}
808	{'Branches_of_biology'}
809	{'Subfields_of_physics'}
810	{'Areas_of_computer_science'}
811	{'Branches_of_biology', 'Areas_of_computer_science'}
812	{'Areas_of_computer_science'}
813	{'Areas_of_computer_science'}
814	{'Areas_of_computer_science'}
815	{'Areas_of_computer_science'}
816	{'Areas_of_computer_science'}
817	{'Areas_of_computer_science'}
818	{'Areas_of_computer_science'}
819	{'Fields_of_mathematics'}
820	{'Areas_of_computer_science'}
821	{'Areas_of_computer_science'}
822	{'Subfields_of_physics'}
823	{'Areas_of_computer_science'}
824	{'Areas_of_computer_science'}
825	{'Areas_of_computer_science'}
826	{'Areas_of_computer_science'}
827	{'Areas_of_computer_science'}
828	{'Areas_of_computer_science'}
829	{'Areas_of_computer_science'}
830	{'Areas_of_computer_science'}
831	{'Areas_of_computer_science'}
832	{'Subfields_of_physics'}
833	{'Areas_of_computer_science'}
834	{'Branches_of_biology'}
835	{'Areas_of_computer_science'}
836	{'Areas_of_computer_science'}
837	{'Areas_of_computer_science'}
